text,score
"Wow, my bed is SO comfy &amp; my nap has been much too short. Getting up for work = do not want.",sadness
@supergirlnancy sorry  All the codes I have are posted on our site,sadness
"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief",sadness
"I am the empitome of epic fail, just you know, more epic than fail.",sadness
@omgamandanicole i dedicated that song to my VW when i sold it,sadness
"want my new lappytop now, but the site says it won't be here till 6/9",sadness
@natsolovelyx3: I knowww yur mother is being a bitch and she doesn't want to take me to the movies  bitch,sadness
At social.  just saw G-1.. Awwww,sadness
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,sadness
@iamdiddy I don't think they sale Ciroc where I stay..Damn..thats just my luck,sadness
Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,sadness
It's a sad day for beer drinking movie goers. The Speakeasy theaters are no more,sadness
@LiveFreeT because your mean to me and it makes me sad!,sadness
@rpulse I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure,sadness
wish i was camping at loch lomond right now  stupid work. what film should i watch?,sadness
@JeremyRylan I'm on mobile web and it won't let me  it looks awesome though....and no one reads my tweets anyway.,sadness
just drove by NBC's Burbank lot and the line for Leno is wrapped around the building.  Longest I've ever seen. Leno's last show,sadness
"@vian1309 yeah real hard, but I know you'll get by with it... smile",sadness
"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!",sadness
Is babysitting 3 dogs...they are all over the place...,sadness
@THE_WOCKEEZ @DonnieWahlberg Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,sadness
"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde xxx",sadness
Baby just left  gonna get ready (again) and I'm leavin'  Chilis = Full -_-,sadness
my little sister told me i have a double chin  aww,sadness
"@marijo008 no he sabido nada de ti, this is making me a bit sad I must say!",sadness
@YankeeGirl20 besides I haven't had strep for like 10 years because of that reason. I'm more tired than anything else,sadness
Another long walk in the heat... I hate this...,sadness
@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon,sadness
Ugh! I have to beat this stupid song to get to the next  rude!,sadness
at least 3 more days,sadness
Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,sadness
@travistubbs I'm already a fan of hulu. Too bad there's not a bigger Internet selection on netflix.  I thought that would be easier,sadness
"@aholston Homework bound for the whole weekend, not so fun",sadness
"@phillyreds sad, but true",sadness
This sars has really got me down.,sadness
Feeling deflated. Hubby saw swing set &amp; thinks is a piece of junk. I thought I had found something good 4 the kids,sadness
"@RealRobBrydon Hi Rob, will you be coming back and doing any more shows in Wales again soon? Missed you the first time.",sadness
I was crying all of Tuesday cos I find out! ;( .... Economics is offically my crying subject lol,sadness
wants to go home!,sadness
"At millys having some yummy asian food! Haha. And listening to let go, such a sad song",sadness
no one calls me anymore,sadness
@jhaywardbenzal ouch. I hate it when that happens.,sadness
"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me",sadness
"@yelyahwilliams alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'(",sadness
@austincarlile I'm sad.  I want to go to the sd zoo. say hi to the giraffes and elephants and polar bears for me!,sadness
@tina_beanz damn sorry to hear that tina...,sadness
Fire call today missed it,sadness
"holy wow, I think I could've slept all day! Soooo tired.",sadness
"Hello and thank you for all of the #followfridays people. I always forget, sorry",sadness
fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,sadness
@Sandy_B_ Shes bad they won't sort her out and is in a lot of pain,sadness
"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!",sadness
"@Beverleyknight Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, xx",sadness
Philadelphia Phillies' Brett Myers out indefinitely with injured hip - http://tinyurl.com/megxu2 (via @PHI_Phillies) nooooo,sadness
@RedMummy And it's such glorious weather too - poor you,sadness
@BarbSchaefer yearling in pet home died... very sad for their whole family,sadness
No one is bringing snacks,sadness
i miss rich,sadness
In checkout line...kate &amp; jon splashed all over us weekly. sad,sadness
i give uppp a hour of tryin to tlk to @mitchelmusso  i love him but my minutesss lol,sadness
I'll miss the 39th floor view...,sadness
@thewordaliveaz  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,sadness
The stratus is going bye bye today  i loved that car in high school #fb,sadness
@birdsall Sorry about that. I got behind on followers and am still catching up.  I follow folks that @ me (including you,sadness
i miss seeing fireflies.....,sadness
@paaaulaaac me too  even my life is pretty good but i always say its shitty,sadness
@AubreyODay aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!,sadness
i really cant take this.,sadness
"@philispig  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",sadness
@reverieBR That sucks. I hope you find a new job soon,sadness
"Hitting the sack now, fellow Twitterheads...so, where are you treating your Mom today?",sadness
"@prepchik07 p.s.: UV rays are just as strong with clouds as with regular sun, sometimes stronger. just FYI.",sadness
I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won't be so bad... I was wrong,sadness
@love2reed thx girl! I just now woke up! I cnt believe I'm sick!! Now I have a fever... Wish I could pound nyquil  This sucks.,sadness
"lunch break's over, going back to work....",sadness
so wanted to go to the Basshunter concert tonight.  so so so wanted to.,sadness
@kurtismarsh Too far to go unless the prize is in the millions.  We know who wins,sadness
@RetroBakery I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,sadness
I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?,sadness
@thinkgeek curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,sadness
Just got to work. Only today and three days left.  my heart is breaking.,sadness
i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,sadness
"desktop quad-core Win7 boot time = 2'25&quot;, laptop dual-core w/ SSD Win7 boot time = 0' 13&quot; =&gt; SSD for desktop arrives in 2 days",sadness
@ottosdaughter sorry to hear that,sadness
i have no followers,sadness
it was actually so hot today ..the sun has got his hat on . every one has got a tan except me,sadness
Sounds like there's a party up the street.  I guess they forgot to invite me,sadness
Just got home i love stake and shake milkshakes,sadness
@RubyRedsocks yup then we are a day older,sadness
@deanm1987 Hey twit! Just watched poor Holly on Britains Got Talent  poor thing!! People are so mean - she only a 10 year old little girl!,sadness
@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,sadness
"Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London...",sadness
I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas,sadness
@xchristineannx Aww I'm sorry your boys are sick.   I'll keep my fingers crossed for no tails. lol Stay well youself and get better boys!,sadness
@snoozen i think i'll be home more than i want to be next week - no work booked in for the forseeable.,sadness
going to funeral today for friend and classmate who died in a car wreck last Friday,sadness
"am hungry.. going to eat... catch up with you guys later &amp; 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back",sadness
my computer at work is not working...booo... need a new one!  TGIF!,sadness
Is definitely working sunday afternoon to late evening,sadness
I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,sadness
just got home. im so effin sad,sadness
damn i missed @xsparkage's blogtv  i hope it was funsies?,sadness
"well,only one week left of my holidays,sad sad",sadness
"Work is MAD blocking sites! No fun  but they aren't blocking facebook, twitter &amp; youtube",sadness
Im heading home. gotta work sunday.,sadness
"@n_dubbs curse you, igloo dwellers!!",sadness
"@IsaacMascote  i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!",sadness
"at the risk of sounding like a whiny child, I gotta say...I WANNA GO HOOOOOOOOOOOOMEEEEE!!! Ugh.",sadness
My ex makes me cry. I wish I was stronger,sadness
Awake and wishing I wasn't. Feel like my head may explode. Going to try to go back to sleep.,sadness
Ugh talk to me someone  I'm really bored.,sadness
"Went to the Athletics Carnival today! Tired, very tired! I hurt my back when I jumped for the second time on the High Jump!",sadness
I already miss my Mohawk.,sadness
"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.",sadness
Hi Everyone miss me much?  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;),sadness
@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted,sadness
You can't even gift money away these days.  re: http://ff.im/3lqUx,sadness
@pennynash I was scared by the Daleks in the DW Exhibition in Cardiff.,sadness
@Tizzik Yeah ill make sure i keep you updated.. i get it all delivered,sadness
"@mitchelmusso I REALLY WANT TO TALK WITH YOU MITCH! but I live in Indonesia, I cant call you  at least, give me a shoutout please??",sadness
Got the CofO to late didn't close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,sadness
